timer_name,rank,measurement_id,duration_seconds
NativeNUFFT::init,0,0,0.012376371
NativeNUFFT::init,0,1,0.012196248
NativeNUFFT1,0,0,0.25517556
NativeNUFFT1,0,1,0.238807104
NativeNUFFT1,0,2,0.238678276
NativeNUFFT1,0,3,0.240120605
NativeNUFFT1,0,4,0.239909571
NativeNUFFT1,0,5,0.241047365
NativeNUFFT1,0,6,0.238821697
NativeNUFFT1,0,7,0.238434828
NativeNUFFT1,0,8,0.238959454
NativeNUFFT1,0,9,0.239604236
NativeNUFFT1,0,10,0.240308984
NativeNUFFT1,0,11,0.240254265
NativeNUFFT1,0,12,0.23988458
NativeNUFFT1,0,13,0.239568268
NativeNUFFT1,0,14,0.2385242
NativeNUFFT1,0,15,0.23882608
NativeNUFFT1,0,16,0.239162424
NativeNUFFT1,0,17,0.238687204
NativeNUFFT1,0,18,0.239044188
NativeNUFFT1,0,19,0.239188087
NativeNUFFT1,0,20,0.239147097
NativeNUFFT1,0,21,0.239005724
NativeNUFFT1,0,22,0.238588135
NativeNUFFT1,0,23,0.238479657
NativeNUFFT1,0,24,0.237324617
scatterTimerNUFFT1,0,0,0.238298159
scatterTimerNUFFT1,0,1,0.227566479
scatterTimerNUFFT1,0,2,0.227565199
scatterTimerNUFFT1,0,3,0.229025192
scatterTimerNUFFT1,0,4,0.228855501
scatterTimerNUFFT1,0,5,0.22998008
scatterTimerNUFFT1,0,6,0.227759404
scatterTimerNUFFT1,0,7,0.227393269
scatterTimerNUFFT1,0,8,0.227935718
scatterTimerNUFFT1,0,9,0.228532598
scatterTimerNUFFT1,0,10,0.229295009
scatterTimerNUFFT1,0,11,0.229234051
scatterTimerNUFFT1,0,12,0.22888398
scatterTimerNUFFT1,0,13,0.228575028
scatterTimerNUFFT1,0,14,0.227525681
scatterTimerNUFFT1,0,15,0.227789193
scatterTimerNUFFT1,0,16,0.228086209
scatterTimerNUFFT1,0,17,0.227708427
scatterTimerNUFFT1,0,18,0.228013924
scatterTimerNUFFT1,0,19,0.228129986
scatterTimerNUFFT1,0,20,0.228102306
scatterTimerNUFFT1,0,21,0.228007684
scatterTimerNUFFT1,0,22,0.227597328
scatterTimerNUFFT1,0,23,0.227470034
scatterTimerNUFFT1,0,24,0.226352528
scatterKernel,0,0,0.23689202
scatterKernel,0,1,0.226193204
scatterKernel,0,2,0.226193813
scatterKernel,0,3,0.227653101
scatterKernel,0,4,0.22748469
scatterKernel,0,5,0.228607124
scatterKernel,0,6,0.226387056
scatterKernel,0,7,0.226020187
scatterKernel,0,8,0.226561931
scatterKernel,0,9,0.227161052
scatterKernel,0,10,0.227923653
scatterKernel,0,11,0.227861032
scatterKernel,0,12,0.227512369
scatterKernel,0,13,0.227204281
scatterKernel,0,14,0.226154773
scatterKernel,0,15,0.226415662
scatterKernel,0,16,0.226711815
scatterKernel,0,17,0.226336272
scatterKernel,0,18,0.226641482
scatterKernel,0,19,0.226758183
scatterKernel,0,20,0.226730439
scatterKernel,0,21,0.226634889
scatterKernel,0,22,0.226225844
scatterKernel,0,23,0.226096919
scatterKernel,0,24,0.224979765
scatterKernelSort,0,0,0.063342133
scatterKernelSort,0,1,0.050460176
scatterKernelSort,0,2,0.050512751
scatterKernelSort,0,3,0.051582771
scatterKernelSort,0,4,0.051595379
scatterKernelSort,0,5,0.051961353
scatterKernelSort,0,6,0.050813513
scatterKernelSort,0,7,0.050497649
scatterKernelSort,0,8,0.050929093
scatterKernelSort,0,9,0.051481622
scatterKernelSort,0,10,0.051958089
scatterKernelSort,0,11,0.051972808
scatterKernelSort,0,12,0.051664368
scatterKernelSort,0,13,0.051454901
scatterKernelSort,0,14,0.050699083
scatterKernelSort,0,15,0.050747434
scatterKernelSort,0,16,0.050965796
scatterKernelSort,0,17,0.050675788
scatterKernelSort,0,18,0.050639501
scatterKernelSort,0,19,0.050819336
scatterKernelSort,0,20,0.0508074
scatterKernelSort,0,21,0.050790152
scatterKernelSort,0,22,0.050729066
scatterKernelSort,0,23,0.050655755
scatterKernelSort,0,24,0.049225618
binSort,0,0,0.049828834
binSort,0,1,0.050452625
binSort,0,2,0.050504527
binSort,0,3,0.051576179
binSort,0,4,0.051587987
binSort,0,5,0.051954922
binSort,0,6,0.050806409
binSort,0,7,0.050491249
binSort,0,8,0.050922021
binSort,0,9,0.051474582
binSort,0,10,0.051951625
binSort,0,11,0.051965704
binSort,0,12,0.0516564
binSort,0,13,0.051447157
binSort,0,14,0.050692139
binSort,0,15,0.050741194
binSort,0,16,0.050958948
binSort,0,17,0.050669388
binSort,0,18,0.050632429
binSort,0,19,0.050813033
binSort,0,20,0.050800296
binSort,0,21,0.050783913
binSort,0,22,0.050722026
binSort,0,23,0.050648747
binSort,0,24,0.049218866
binZero,0,0,0.000458036
binZero,0,1,0.000437589
binZero,0,2,0.000436596
binZero,0,3,0.00043778
binZero,0,4,0.000436692
binZero,0,5,0.000436821
binZero,0,6,0.000434357
binZero,0,7,0.0004365
binZero,0,8,0.000437908
binZero,0,9,0.000435284
binZero,0,10,0.000435477
binZero,0,11,0.000435956
binZero,0,12,0.000435316
binZero,0,13,0.000436372
binZero,0,14,0.000436245
binZero,0,15,0.00043474
binZero,0,16,0.000436116
binZero,0,17,0.000435572
binZero,0,18,0.000435668
binZero,0,19,0.000435797
binZero,0,20,0.00043778
binZero,0,21,0.000435348
binZero,0,22,0.000437108
binZero,0,23,0.000437236
binZero,0,24,0.000435668
binCount,0,0,0.002160742
binCount,0,1,0.002114631
binCount,0,2,0.002111111
binCount,0,3,0.002109671
binCount,0,4,0.002109479
binCount,0,5,0.002108359
binCount,0,6,0.002109543
binCount,0,7,0.002108264
binCount,0,8,0.002107495
binCount,0,9,0.002107304
binCount,0,10,0.002109287
binCount,0,11,0.002107112
binCount,0,12,0.002108487
binCount,0,13,0.002107303
binCount,0,14,0.002109671
binCount,0,15,0.002108039
binCount,0,16,0.002108967
binCount,0,17,0.002108359
binCount,0,18,0.002107847
binCount,0,19,0.002114887
binCount,0,20,0.002114279
binCount,0,21,0.002109031
binCount,0,22,0.002109031
binCount,0,23,0.002108839
binCount,0,24,0.0021082
binScan,0,0,0.029916058
binScan,0,1,0.030663941
binScan,0,2,0.030712069
binScan,0,3,0.031784168
binScan,0,4,0.031789576
binScan,0,5,0.03216035
binScan,0,6,0.031017437
binScan,0,7,0.030700166
binScan,0,8,0.031142298
binScan,0,9,0.031692363
binScan,0,10,0.032168605
binScan,0,11,0.032191964
binScan,0,12,0.03187447
binScan,0,13,0.031667371
binScan,0,14,0.030919935
binScan,0,15,0.030960382
binScan,0,16,0.031174393
binScan,0,17,0.030890944
binScan,0,18,0.030844994
binScan,0,19,0.03102915
binScan,0,20,0.031017789
binScan,0,21,0.031014909
binScan,0,22,0.030933215
binScan,0,23,0.030856641
binScan,0,24,0.029436455
binPlacement,0,0,0.017270063
binPlacement,0,1,0.017224688
binPlacement,0,2,0.017232592
binPlacement,0,3,0.01723368
binPlacement,0,4,0.017240464
binPlacement,0,5,0.017238832
binPlacement,0,6,0.017234448
binPlacement,0,7,0.017235823
binPlacement,0,8,0.017223312
binPlacement,0,9,0.017229167
binPlacement,0,10,0.017227376
binPlacement,0,11,0.017220272
binPlacement,0,12,0.017227663
binPlacement,0,13,0.01722568
binPlacement,0,14,0.01721592
binPlacement,0,15,0.017227601
binPlacement,0,16,0.017227409
binPlacement,0,17,0.017224081
binPlacement,0,18,0.017233136
binPlacement,0,19,0.017222672
binPlacement,0,20,0.01721992
binPlacement,0,21,0.017214257
binPlacement,0,22,0.017232304
binPlacement,0,23,0.017235535
binPlacement,0,24,0.017228144
accumulateHaloNUFFT1,0,0,0.000230586
accumulateHaloNUFFT1,0,1,0.00020729
accumulateHaloNUFFT1,0,2,0.000208955
accumulateHaloNUFFT1,0,3,0.000208346
accumulateHaloNUFFT1,0,4,0.000204347
accumulateHaloNUFFT1,0,5,0.000209434
accumulateHaloNUFFT1,0,6,0.000209531
accumulateHaloNUFFT1,0,7,0.000204379
accumulateHaloNUFFT1,0,8,0.000202043
accumulateHaloNUFFT1,0,9,0.000204123
accumulateHaloNUFFT1,0,10,0.000205275
accumulateHaloNUFFT1,0,11,0.000203706
accumulateHaloNUFFT1,0,12,0.00020393
accumulateHaloNUFFT1,0,13,0.00020697
accumulateHaloNUFFT1,0,14,0.000208186
accumulateHaloNUFFT1,0,15,0.000210395
accumulateHaloNUFFT1,0,16,0.000211131
accumulateHaloNUFFT1,0,17,0.00020553
accumulateHaloNUFFT1,0,18,0.000207547
accumulateHaloNUFFT1,0,19,0.000208314
accumulateHaloNUFFT1,0,20,0.00020425
accumulateHaloNUFFT1,0,21,0.000209018
accumulateHaloNUFFT1,0,22,0.000204954
accumulateHaloNUFFT1,0,23,0.000209306
accumulateHaloNUFFT1,0,24,0.000206299
FFTNUFFT1,0,0,0.01633684
FFTNUFFT1,0,1,0.010764606
FFTNUFFT1,0,2,0.010637217
FFTNUFFT1,0,3,0.010623106
