timer_name,rank,measurement_id,duration_seconds
NativeNUFFT::init,0,0,0.00382374
NativeNUFFT::init,0,1,0.003661216
NativeNUFFT1,0,0,0.085406948
NativeNUFFT1,0,1,0.030503393
NativeNUFFT1,0,2,0.030425379
NativeNUFFT1,0,3,0.030452068
NativeNUFFT1,0,4,0.030315462
NativeNUFFT1,0,5,0.030206537
NativeNUFFT1,0,6,0.030245993
NativeNUFFT1,0,7,0.030275399
NativeNUFFT1,0,8,0.030227208
NativeNUFFT1,0,9,0.030211817
NativeNUFFT1,0,10,0.030317064
NativeNUFFT1,0,11,0.030210056
NativeNUFFT1,0,12,0.030338214
NativeNUFFT1,0,13,0.030358278
NativeNUFFT1,0,14,0.030385221
NativeNUFFT1,0,15,0.030487873
NativeNUFFT1,0,16,0.030452674
NativeNUFFT1,0,17,0.030624894
NativeNUFFT1,0,18,0.030497761
NativeNUFFT1,0,19,0.030503394
NativeNUFFT1,0,20,0.030432932
NativeNUFFT1,0,21,0.030538945
NativeNUFFT1,0,22,0.030550912
NativeNUFFT1,0,23,0.030410757
NativeNUFFT1,0,24,0.030540384
scatterTimerNUFFT1,0,0,0.031135281
scatterTimerNUFFT1,0,1,0.027586286
scatterTimerNUFFT1,0,2,0.027621773
scatterTimerNUFFT1,0,3,0.027628589
scatterTimerNUFFT1,0,4,0.027494321
scatterTimerNUFFT1,0,5,0.027456497
scatterTimerNUFFT1,0,6,0.027464945
scatterTimerNUFFT1,0,7,0.027459569
scatterTimerNUFFT1,0,8,0.027485745
scatterTimerNUFFT1,0,9,0.027433938
scatterTimerNUFFT1,0,10,0.027524464
scatterTimerNUFFT1,0,11,0.027494001
scatterTimerNUFFT1,0,12,0.027534735
scatterTimerNUFFT1,0,13,0.027605037
scatterTimerNUFFT1,0,14,0.027614509
scatterTimerNUFFT1,0,15,0.027714475
scatterTimerNUFFT1,0,16,0.027700202
scatterTimerNUFFT1,0,17,0.027826151
scatterTimerNUFFT1,0,18,0.027713898
scatterTimerNUFFT1,0,19,0.027753001
scatterTimerNUFFT1,0,20,0.027738058
scatterTimerNUFFT1,0,21,0.027711499
scatterTimerNUFFT1,0,22,0.027743146
scatterTimerNUFFT1,0,23,0.027693676
scatterTimerNUFFT1,0,24,0.027773065
scatterKernel,0,0,0.030913399
scatterKernel,0,1,0.027385011
scatterKernel,0,2,0.027422066
scatterKernel,0,3,0.027427315
scatterKernel,0,4,0.027297525
scatterKernel,0,5,0.027257079
scatterKernel,0,6,0.027259832
scatterKernel,0,7,0.027255062
scatterKernel,0,8,0.027286358
scatterKernel,0,9,0.027228151
scatterKernel,0,10,0.02732335
scatterKernel,0,11,0.027290294
scatterKernel,0,12,0.02733314
scatterKernel,0,13,0.027399316
scatterKernel,0,14,0.027409138
scatterKernel,0,15,0.027515632
scatterKernel,0,16,0.027501167
scatterKernel,0,17,0.027626316
scatterKernel,0,18,0.02751
scatterKernel,0,19,0.027551822
scatterKernel,0,20,0.027539088
scatterKernel,0,21,0.027513072
scatterKernel,0,22,0.027541583
scatterKernel,0,23,0.027494033
scatterKernel,0,24,0.02756987
scatterKernelSort,0,0,0.008547552
scatterKernelSort,0,1,0.005078075
scatterKernelSort,0,2,0.005114618
scatterKernelSort,0,3,0.005191544
scatterKernelSort,0,4,0.005080508
scatterKernelSort,0,5,0.005045916
scatterKernelSort,0,6,0.005052412
scatterKernelSort,0,7,0.005045244
scatterKernelSort,0,8,0.005073947
scatterKernelSort,0,9,0.005008253
scatterKernelSort,0,10,0.005112155
scatterKernelSort,0,11,0.005072187
scatterKernelSort,0,12,0.005109722
