grid,rho,tolerance,timer,run,time_s
64,10,1e-4,subIFFTs,6,0.000817387
64,10,1e-4,subIFFTs,7,0.000800683
64,10,1e-4,subIFFTs,8,0.000850826
64,10,1e-4,subIFFTs,9,0.0007771
64,10,1e-4,subIFFTs,10,0.000850058
64,10,1e-4,subIFFTs,11,0.000812107
64,10,1e-4,subIFFTs,12,0.000821962
64,10,1e-4,subIFFTs,13,0.000806091
64,10,1e-4,subIFFTs,14,0.000821355
64,10,1e-4,subIFFTs,15,0.000775627
64,10,1e-4,subIFFTs,16,0.000775211
64,10,1e-4,subIFFTs,17,0.000731309
64,10,1e-4,subIFFTs,18,0.000823659
64,10,1e-4,subIFFTs,19,0.000782923
64,10,1e-4,subIFFTs,20,0.000846058
64,10,1e-4,subIFFTs,21,0.000805195
64,10,1e-4,subIFFTs,22,0.000802027
64,10,1e-4,subIFFTs,23,0.000808842
64,10,1e-4,subIFFTs,24,0.000803371
64,10,1e-4,subIFFTs,25,0.00077214
64,10,1e-4,subIFFTs,26,0.000825482
64,10,1e-4,subIFFTs,27,0.000754796
64,10,1e-4,subIFFTs,28,0.000799371
64,10,1e-4,subIFFTs,29,0.00076526
64,10,1e-4,subIFFTs,30,0.000778092
64,10,1e-4,subIFFTs,31,0.000761836
64,10,1e-4,subIFFTs,32,0.000826091
64,10,1e-4,subIFFTs,33,0.000782156
64,10,1e-4,subIFFTs,34,0.000801131
64,10,1e-4,subIFFTs,35,0.000783212
64,10,1e-4,subIFFTs,36,0.00083201
64,10,1e-4,subIFFTs,37,0.000772619
64,10,1e-4,subIFFTs,38,0.000803819
64,10,1e-4,subIFFTs,39,0.000769516
64,10,1e-4,subIFFTs,40,0.00082401
64,10,1e-4,subIFFTs,41,0.000786539
64,10,1e-4,subIFFTs,42,0.000799051
64,10,1e-4,subIFFTs,43,0.000754381
64,10,1e-4,subIFFTs,44,0.000804363
64,10,1e-4,subIFFTs,45,0.000770508
64,10,1e-4,subIFFTs,46,0.000817002
64,10,1e-4,subIFFTs,47,0.000775276
64,10,1e-4,subIFFTs,48,0.000824939
64,10,1e-4,subIFFTs,49,0.000772171
64,10,1e-4,StridedWrite,0,5.9294e-05
64,10,1e-4,StridedWrite,1,4.1311e-05
64,10,1e-4,StridedWrite,2,4.0575e-05
64,10,1e-4,StridedWrite,3,4.1183e-05
64,10,1e-4,StridedWrite,4,3.9583e-05
64,10,1e-4,StridedWrite,5,4.2047e-05
64,10,1e-4,StridedWrite,6,4.1087e-05
64,10,1e-4,StridedWrite,7,4.0158e-05
64,10,1e-4,StridedWrite,8,3.9967e-05
64,10,1e-4,StridedWrite,9,4.0287e-05
64,10,1e-4,StridedWrite,10,4.1951e-05
64,10,1e-4,StridedWrite,11,4.2111e-05
64,10,1e-4,StridedWrite,12,4.0223e-05
64,10,1e-4,StridedWrite,13,4.2366e-05
64,10,1e-4,StridedWrite,14,3.8847e-05
64,10,1e-4,StridedWrite,15,4.1759e-05
64,10,1e-4,StridedWrite,16,4.0351e-05
64,10,1e-4,StridedWrite,17,4.0767e-05
64,10,1e-4,StridedWrite,18,3.9679e-05
64,10,1e-4,StridedWrite,19,3.9679e-05
64,10,1e-4,StridedWrite,20,3.9391e-05
64,10,1e-4,StridedWrite,21,4.1727e-05
64,10,1e-4,StridedWrite,22,3.9711e-05
64,10,1e-4,StridedWrite,23,4.1183e-05
64,10,1e-4,StridedWrite,24,3.9807e-05
64,10,1e-4,StridedWrite,25,4.1695e-05
64,10,1e-4,StridedWrite,26,3.8847e-05
64,10,1e-4,StridedWrite,27,4.0255e-05
64,10,1e-4,StridedWrite,28,3.9359e-05
64,10,1e-4,StridedWrite,29,4.0287e-05
64,10,1e-4,StridedWrite,30,4.0063e-05
64,10,1e-4,StridedWrite,31,4.0671e-05
64,10,1e-4,StridedWrite,32,3.8303e-05
64,10,1e-4,StridedWrite,33,4.0575e-05
64,10,1e-4,StridedWrite,34,4.0031e-05
64,10,1e-4,StridedWrite,35,3.9551e-05
64,10,1e-4,StridedWrite,36,4.1151e-05
64,10,1e-4,StridedWrite,37,4.0767e-05
64,10,1e-4,StridedWrite,38,3.9263e-05
64,10,1e-4,StridedWrite,39,3.9935e-05
64,10,1e-4,StridedWrite,40,4.0127e-05
64,10,1e-4,StridedWrite,41,4.0607e-05
64,10,1e-4,StridedWrite,42,4.0511e-05
64,10,1e-4,StridedWrite,43,4.0063e-05
64,10,1e-4,StridedWrite,44,3.9999e-05
64,10,1e-4,StridedWrite,45,4.2111e-05
64,10,1e-4,StridedWrite,46,3.8751e-05
64,10,1e-4,StridedWrite,47,4.1887e-05
64,10,1e-4,StridedWrite,48,3.9295e-05
64,10,1e-4,StridedWrite,49,4.0831e-05
64,10,1e-4,FillHaloNUFFT2,0,7.7566e-05
64,10,1e-4,FillHaloNUFFT2,1,5.4687e-05
64,10,1e-4,FillHaloNUFFT2,2,5.171e-05
64,10,1e-4,FillHaloNUFFT2,3,5.2639e-05
64,10,1e-4,FillHaloNUFFT2,4,5.1966e-05
64,10,1e-4,FillHaloNUFFT2,5,5.4911e-05
64,10,1e-4,FillHaloNUFFT2,6,5.1007e-05
64,10,1e-4,FillHaloNUFFT2,7,5.0911e-05
64,10,1e-4,FillHaloNUFFT2,8,5.1903e-05
64,10,1e-4,FillHaloNUFFT2,9,5.3438e-05
64,10,1e-4,FillHaloNUFFT2,10,5.2511e-05
64,10,1e-4,FillHaloNUFFT2,11,5.1743e-05
64,10,1e-4,FillHaloNUFFT2,12,5.0494e-05
64,10,1e-4,FillHaloNUFFT2,13,5.2447e-05
64,10,1e-4,FillHaloNUFFT2,14,5.0815e-05
64,10,1e-4,FillHaloNUFFT2,15,5.0398e-05
64,10,1e-4,FillHaloNUFFT2,16,5.1486e-05
64,10,1e-4,FillHaloNUFFT2,17,5.1551e-05
64,10,1e-4,FillHaloNUFFT2,18,5.2191e-05
64,10,1e-4,FillHaloNUFFT2,19,5.1039e-05
64,10,1e-4,FillHaloNUFFT2,20,5.1455e-05
64,10,1e-4,FillHaloNUFFT2,21,5.1167e-05
64,10,1e-4,FillHaloNUFFT2,22,5.1775e-05
64,10,1e-4,FillHaloNUFFT2,23,5.1262e-05
64,10,1e-4,FillHaloNUFFT2,24,5.4431e-05
64,10,1e-4,GatherNUFFT2,0,0.001244927
64,10,1e-4,GatherNUFFT2,1,0.000891241
64,10,1e-4,GatherNUFFT2,2,0.000886281
64,10,1e-4,GatherNUFFT2,3,0.000879241
64,10,1e-4,GatherNUFFT2,4,0.000874378
64,10,1e-4,GatherNUFFT2,5,0.000882089
64,10,1e-4,GatherNUFFT2,6,0.000875561
64,10,1e-4,GatherNUFFT2,7,0.000875113
64,10,1e-4,GatherNUFFT2,8,0.000879977
64,10,1e-4,GatherNUFFT2,9,0.000885961
64,10,1e-4,GatherNUFFT2,10,0.000876169
64,10,1e-4,GatherNUFFT2,11,0.000869481
64,10,1e-4,GatherNUFFT2,12,0.000875081
64,10,1e-4,GatherNUFFT2,13,0.000870409
64,10,1e-4,GatherNUFFT2,14,0.000871689
64,10,1e-4,GatherNUFFT2,15,0.000868746
64,10,1e-4,GatherNUFFT2,16,0.000871849
64,10,1e-4,GatherNUFFT2,17,0.000873161
64,10,1e-4,GatherNUFFT2,18,0.000870601
64,10,1e-4,GatherNUFFT2,19,0.000874825
64,10,1e-4,GatherNUFFT2,20,0.000874153
64,10,1e-4,GatherNUFFT2,21,0.000876745
64,10,1e-4,GatherNUFFT2,22,0.000868937
64,10,1e-4,GatherNUFFT2,23,0.000866954
64,10,1e-4,GatherNUFFT2,24,0.000877033
64,10,1e-4,gather,0,0.001234911
64,10,1e-4,gather,1,0.000886121
64,10,1e-4,gather,2,0.000881865
64,10,1e-4,gather,3,0.000874985
64,10,1e-4,gather,4,0.000870058
64,10,1e-4,gather,5,0.000877865
64,10,1e-4,gather,6,0.000871305
64,10,1e-4,gather,7,0.000870825
64,10,1e-4,gather,8,0.000875657
64,10,1e-4,gather,9,0.000881705
64,10,1e-4,gather,10,0.000871881
64,10,1e-4,gather,11,0.000865225
64,10,1e-4,gather,12,0.000870858
64,10,1e-4,gather,13,0.000866089
64,10,1e-4,gather,14,0.000867401
64,10,1e-4,gather,15,0.000864458
64,10,1e-4,gather,16,0.000867561
64,10,1e-4,gather,17,0.000868969
64,10,1e-4,gather,18,0.000866345
64,10,1e-4,gather,19,0.000870633
64,10,1e-4,gather,20,0.000869897
64,10,1e-4,gather,21,0.000872521
64,10,1e-4,gather,22,0.000864777
64,10,1e-4,gather,23,0.000862666
64,10,1e-4,gather,24,0.000872777
64,10,1e-4,fillHalo,0,4.035e-05
64,10,1e-4,fillHalo,1,4.2943e-05
64,10,1e-4,fillHalo,2,4.2175e-05
64,10,1e-4,fillHalo,3,4.2975e-05
64,10,1e-4,fillHalo,4,4.0927e-05
64,10,1e-4,fillHalo,5,4.3135e-05
64,10,1e-4,fillHalo,6,4.1599e-05
64,10,1e-4,fillHalo,7,3.9934e-05
64,10,1e-4,fillHalo,8,4.0319e-05
64,10,1e-4,fillHalo,9,4.4223e-05
64,10,1e-4,fillHalo,10,4.0607e-05
64,10,1e-4,fillHalo,11,4.1695e-05
64,10,1e-4,fillHalo,12,4.3935e-05
64,10,1e-4,fillHalo,13,4.0446e-05
64,10,1e-4,fillHalo,14,4.1407e-05
64,10,1e-4,fillHalo,15,4.0863e-05
64,10,1e-4,fillHalo,16,4.1407e-05
64,10,1e-4,fillHalo,17,4.3647e-05
64,10,1e-4,fillHalo,18,4.1854e-05
64,10,1e-4,fillHalo,19,4.1183e-05
64,10,1e-4,fillHalo,20,4.1118e-05
64,10,1e-4,fillHalo,21,4.1183e-05
64,10,1e-4,fillHalo,22,4.2527e-05
64,10,1e-4,fillHalo,23,4.0831e-05
64,10,1e-4,fillHalo,24,4.0926e-05
64,10,1e-4,gatherKernel,0,0.001182305
64,10,1e-4,gatherKernel,1,0.000836106
64,10,1e-4,gatherKernel,2,0.00083297
64,10,1e-4,gatherKernel,3,0.000825002
64,10,1e-4,gatherKernel,4,0.000821835
64,10,1e-4,gatherKernel,5,0.000827627
64,10,1e-4,gatherKernel,6,0.000823338
64,10,1e-4,gatherKernel,7,0.000824235
64,10,1e-4,gatherKernel,8,0.000828778
64,10,1e-4,gatherKernel,9,0.000830794
64,10,1e-4,gatherKernel,10,0.000824234
64,10,1e-4,gatherKernel,11,0.000816427
64,10,1e-4,gatherKernel,12,0.000819883
64,10,1e-4,gatherKernel,13,0.000818571
64,10,1e-4,gatherKernel,14,0.000818922
64,10,1e-4,gatherKernel,15,0.000816555
64,10,1e-4,gatherKernel,16,0.000819114
64,10,1e-4,gatherKernel,17,0.000818858
64,10,1e-4,gatherKernel,18,0.000817867
64,10,1e-4,gatherKernel,19,0.000822794
64,10,1e-4,gatherKernel,20,0.000822123
64,10,1e-4,gatherKernel,21,0.000824746
64,10,1e-4,gatherKernel,22,0.000815658
64,10,1e-4,gatherKernel,23,0.000815499
64,10,1e-4,gatherKernel,24,0.000825259
64,10,1e-4,gatherKernelSort,0,0.000741069
64,10,1e-4,gatherKernelSort,1,0.000425716
64,10,1e-4,gatherKernelSort,2,0.000423989
64,10,1e-4,gatherKernelSort,3,0.000419669
64,10,1e-4,gatherKernelSort,4,0.000419573
64,10,1e-4,gatherKernelSort,5,0.000421269
64,10,1e-4,gatherKernelSort,6,0.000419125
64,10,1e-4,gatherKernelSort,7,0.000421557
64,10,1e-4,gatherKernelSort,8,0.000422165
64,10,1e-4,gatherKernelSort,9,0.000422517
64,10,1e-4,gatherKernelSort,10,0.000420789
64,10,1e-4,gatherKernelSort,11,0.000419221
64,10,1e-4,gatherKernelSort,12,0.000419669
64,10,1e-4,gatherKernelSort,13,0.000419733
64,10,1e-4,gatherKernelSort,14,0.000419317
64,10,1e-4,gatherKernelSort,15,0.000417525
64,10,1e-4,gatherKernelSort,16,0.000418101
64,10,1e-4,gatherKernelSort,17,0.000420181
64,10,1e-4,gatherKernelSort,18,0.000417717
64,10,1e-4,gatherKernelSort,19,0.000416821
64,10,1e-4,gatherKernelSort,20,0.000419061
64,10,1e-4,gatherKernelSort,21,0.00041775
64,10,1e-4,gatherKernelSort,22,0.000416245
64,10,1e-4,gatherKernelSort,23,0.000415541
64,10,1e-4,gatherKernelSort,24,0.000419061
64,10,1e-4,Total_NUFFT_Cycle,0,0.008387429
64,10,1e-4,Total_NUFFT_Cycle,1,0.008343013
64,10,1e-4,Total_NUFFT_Cycle,2,0.008233481
64,10,1e-4,Total_NUFFT_Cycle,3,0.008198441
64,10,1e-4,Total_NUFFT_Cycle,4,0.008310726
64,10,1e-4,Total_NUFFT_Cycle,5,0.008359109
64,10,1e-4,Total_NUFFT_Cycle,6,0.008236425
64,10,1e-4,Total_NUFFT_Cycle,7,0.008209065
64,10,1e-4,Total_NUFFT_Cycle,8,0.008213321
64,10,1e-4,Total_NUFFT_Cycle,9,0.00816417
64,10,1e-4,Total_NUFFT_Cycle,10,0.008186154
64,10,1e-4,Total_NUFFT_Cycle,11,0.008276872
64,10,1e-4,Total_NUFFT_Cycle,12,0.008203112
64,10,1e-4,Total_NUFFT_Cycle,13,0.008202729
64,10,1e-4,Total_NUFFT_Cycle,14,0.008182698
64,10,1e-4,Total_NUFFT_Cycle,15,0.008258536
64,10,1e-4,Total_NUFFT_Cycle,16,0.008204297
64,10,1e-4,Total_NUFFT_Cycle,17,0.008180586
64,10,1e-4,Total_NUFFT_Cycle,18,0.008221225
64,10,1e-4,Total_NUFFT_Cycle,19,0.008224169
128,10,1e-4,NativeNUFFT::init,0,0.00382374
128,10,1e-4,NativeNUFFT::init,1,0.003661216
128,10,1e-4,NativeNUFFT1,0,0.085406948
128,10,1e-4,NativeNUFFT1,1,0.030503393
128,10,1e-4,NativeNUFFT1,2,0.030425379
128,10,1e-4,NativeNUFFT1,3,0.030452068
128,10,1e-4,NativeNUFFT1,4,0.030315462
128,10,1e-4,NativeNUFFT1,5,0.030206537
128,10,1e-4,NativeNUFFT1,6,0.030245993
128,10,1e-4,NativeNUFFT1,7,0.030275399
128,10,1e-4,NativeNUFFT1,8,0.030227208
128,10,1e-4,NativeNUFFT1,9,0.030211817
128,10,1e-4,NativeNUFFT1,10,0.030317064
128,10,1e-4,NativeNUFFT1,11,0.030210056
128,10,1e-4,NativeNUFFT1,12,0.030338214
128,10,1e-4,NativeNUFFT1,13,0.030358278
128,10,1e-4,NativeNUFFT1,14,0.030385221
128,10,1e-4,NativeNUFFT1,15,0.030487873
128,10,1e-4,NativeNUFFT1,16,0.030452674
128,10,1e-4,NativeNUFFT1,17,0.030624894
128,10,1e-4,NativeNUFFT1,18,0.030497761
128,10,1e-4,NativeNUFFT1,19,0.030503394
128,10,1e-4,NativeNUFFT1,20,0.030432932
128,10,1e-4,NativeNUFFT1,21,0.030538945
128,10,1e-4,NativeNUFFT1,22,0.030550912
128,10,1e-4,NativeNUFFT1,23,0.030410757
128,10,1e-4,NativeNUFFT1,24,0.030540384
128,10,1e-4,scatterTimerNUFFT1,0,0.031135281
128,10,1e-4,scatterTimerNUFFT1,1,0.027586286
128,10,1e-4,scatterTimerNUFFT1,2,0.027621773
128,10,1e-4,scatterTimerNUFFT1,3,0.027628589
128,10,1e-4,scatterTimerNUFFT1,4,0.027494321
128,10,1e-4,scatterTimerNUFFT1,5,0.027456497
128,10,1e-4,scatterTimerNUFFT1,6,0.027464945
128,10,1e-4,scatterTimerNUFFT1,7,0.027459569
128,10,1e-4,scatterTimerNUFFT1,8,0.027485745
128,10,1e-4,scatterTimerNUFFT1,9,0.027433938
128,10,1e-4,scatterTimerNUFFT1,10,0.027524464
128,10,1e-4,scatterTimerNUFFT1,11,0.027494001
128,10,1e-4,scatterTimerNUFFT1,12,0.027534735
128,10,1e-4,scatterTimerNUFFT1,13,0.027605037
128,10,1e-4,scatterTimerNUFFT1,14,0.027614509
128,10,1e-4,scatterTimerNUFFT1,15,0.027714475
128,10,1e-4,scatterTimerNUFFT1,16,0.027700202
128,10,1e-4,scatterTimerNUFFT1,17,0.027826151
128,10,1e-4,scatterTimerNUFFT1,18,0.027713898
128,10,1e-4,scatterTimerNUFFT1,19,0.027753001
128,10,1e-4,scatterTimerNUFFT1,20,0.027738058
128,10,1e-4,scatterTimerNUFFT1,21,0.027711499
128,10,1e-4,scatterTimerNUFFT1,22,0.027743146
128,10,1e-4,scatterTimerNUFFT1,23,0.027693676
128,10,1e-4,scatterTimerNUFFT1,24,0.027773065
128,10,1e-4,scatterKernel,0,0.030913399
128,10,1e-4,scatterKernel,1,0.027385011
128,10,1e-4,scatterKernel,2,0.027422066
128,10,1e-4,scatterKernel,3,0.027427315
128,10,1e-4,scatterKernel,4,0.027297525
128,10,1e-4,scatterKernel,5,0.027257079
128,10,1e-4,scatterKernel,6,0.027259832
128,10,1e-4,scatterKernel,7,0.027255062
128,10,1e-4,scatterKernel,8,0.027286358
128,10,1e-4,scatterKernel,9,0.027228151
128,10,1e-4,scatterKernel,10,0.02732335
128,10,1e-4,scatterKernel,11,0.027290294
128,10,1e-4,scatterKernel,12,0.02733314
128,10,1e-4,scatterKernel,13,0.027399316
128,10,1e-4,scatterKernel,14,0.027409138
128,10,1e-4,scatterKernel,15,0.027515632
128,10,1e-4,scatterKernel,16,0.027501167
128,10,1e-4,scatterKernel,17,0.027626316
128,10,1e-4,scatterKernel,18,0.02751
128,10,1e-4,scatterKernel,19,0.027551822
128,10,1e-4,scatterKernel,20,0.027539088
128,10,1e-4,scatterKernel,21,0.027513072
128,10,1e-4,scatterKernel,22,0.027541583
128,10,1e-4,scatterKernel,23,0.027494033
128,10,1e-4,scatterKernel,24,0.02756987
128,10,1e-4,scatterKernelSort,0,0.008547552
128,10,1e-4,scatterKernelSort,1,0.005078075
128,10,1e-4,scatterKernelSort,2,0.005114618
128,10,1e-4,scatterKernelSort,3,0.005191544
128,10,1e-4,scatterKernelSort,4,0.005080508
128,10,1e-4,scatterKernelSort,5,0.005045916
128,10,1e-4,scatterKernelSort,6,0.005052412
128,10,1e-4,scatterKernelSort,7,0.005045244
128,10,1e-4,scatterKernelSort,8,0.005073947
128,10,1e-4,scatterKernelSort,9,0.005008253
128,10,1e-4,scatterKernelSort,10,0.005112155
128,10,1e-4,scatterKernelSort,11,0.005072187
128,10,1e-4,scatterKernelSort,12,0.005109722
128,10,1e-4,scatterKernelSort,13,0.005178585
128,10,1e-4,scatterKernelSort,14,0.005188856
128,10,1e-4,scatterKernelSort,15,0.005076411
128,10,1e-4,scatterKernelSort,16,0.005047003
128,10,1e-4,scatterKernelSort,17,0.005157465
128,10,1e-4,scatterKernelSort,18,0.005070555
128,10,1e-4,scatterKernelSort,19,0.005101402
128,10,1e-4,scatterKernelSort,20,0.005083131
128,10,1e-4,scatterKernelSort,21,0.005059836
128,10,1e-4,scatterKernelSort,22,0.005100186
128,10,1e-4,scatterKernelSort,23,0.005051772
128,10,1e-4,scatterKernelSort,24,0.005120922
128,10,1e-4,binSort,0,0.00586855
128,10,1e-4,binSort,1,0.005069595
128,10,1e-4,binSort,2,0.005105882
128,10,1e-4,binSort,3,0.005183256
128,10,1e-4,binSort,4,0.005071836
128,10,1e-4,binSort,5,0.005037788
128,10,1e-4,binSort,6,0.005043805
128,10,1e-4,binSort,7,0.005037597
128,10,1e-4,binSort,8,0.005065436
128,10,1e-4,binSort,9,0.005000477
128,10,1e-4,binSort,10,0.005104283
128,10,1e-4,binSort,11,0.005063707
128,10,1e-4,binSort,12,0.005102042
128,10,1e-4,binSort,13,0.005169849
128,10,1e-4,binSort,14,0.005181145
128,10,1e-4,binSort,15,0.005067868
128,10,1e-4,binSort,16,0.00503814
128,10,1e-4,binSort,17,0.005148569
128,10,1e-4,binSort,18,0.005062875
128,10,1e-4,binSort,19,0.005093018
128,10,1e-4,binSort,20,0.005074747
128,10,1e-4,binSort,21,0.005051196
128,10,1e-4,binSort,22,0.00509209
128,10,1e-4,binSort,23,0.005042844
128,10,1e-4,binSort,24,0.00511321
128,10,1e-4,binZero,0,7.6766e-05
128,10,1e-4,binZero,1,7.107e-05
128,10,1e-4,binZero,2,7.0462e-05
128,10,1e-4,binZero,3,6.9374e-05
128,10,1e-4,binZero,4,7.1582e-05
128,10,1e-4,binZero,5,7.1038e-05
128,10,1e-4,binZero,6,6.947e-05
128,10,1e-4,binZero,7,6.9759e-05
128,10,1e-4,binZero,8,7.1902e-05
128,10,1e-4,binZero,9,7.0782e-05
128,10,1e-4,binZero,10,7.2542e-05
128,10,1e-4,binZero,11,7.0814e-05
128,10,1e-4,binZero,12,7.0974e-05
128,10,1e-4,binZero,13,7.0974e-05
128,10,1e-4,binZero,14,7.0654e-05
128,10,1e-4,binZero,15,7.1806e-05
128,10,1e-4,binZero,16,6.963e-05
128,10,1e-4,binZero,17,7.443e-05
128,10,1e-4,binZero,18,7.1646e-05
128,10,1e-4,binZero,19,6.8126e-05
128,10,1e-4,binZero,20,6.8734e-05
128,10,1e-4,binZero,21,7.0782e-05
128,10,1e-4,binZero,22,7.011e-05
128,10,1e-4,binZero,23,7.1838e-05
128,10,1e-4,binZero,24,7.1071e-05
128,10,1e-4,binCount,0,0.000321335
128,10,1e-4,binCount,1,0.000285016
128,10,1e-4,binCount,2,0.00028748
128,10,1e-4,binCount,3,0.000289944
128,10,1e-4,binCount,4,0.000289625
128,10,1e-4,binCount,5,0.000285913
128,10,1e-4,binCount,6,0.000287321
128,10,1e-4,binCount,7,0.000285208
128,10,1e-4,binCount,8,0.000285113
128,10,1e-4,binCount,9,0.000294072
128,10,1e-4,binCount,10,0.000290073
128,10,1e-4,binCount,11,0.000286393
128,10,1e-4,binCount,12,0.000289336
128,10,1e-4,binCount,13,0.000288505
128,10,1e-4,binCount,14,0.000283545
128,10,1e-4,binCount,15,0.000288633
128,10,1e-4,binCount,16,0.0002854
128,10,1e-4,binCount,17,0.000286488
128,10,1e-4,binCount,18,0.000290681
128,10,1e-4,binCount,19,0.00029516
128,10,1e-4,binCount,20,0.00028572
128,10,1e-4,binCount,21,0.000288665
128,10,1e-4,binCount,22,0.000289401
128,10,1e-4,binCount,23,0.00028908
128,10,1e-4,binCount,24,0.00028972
128,10,1e-4,binScan,0,0.004366574
128,10,1e-4,binScan,1,0.003630273
128,10,1e-4,binScan,2,0.003668
128,10,1e-4,binScan,3,0.00374755
128,10,1e-4,binScan,4,0.003634753
128,10,1e-4,binScan,5,0.003594625
128,10,1e-4,binScan,6,0.003605378
128,10,1e-4,binScan,7,0.003597922
128,10,1e-4,binScan,8,0.003624257
128,10,1e-4,binScan,9,0.003551619
128,10,1e-4,binScan,10,0.003659265
128,10,1e-4,binScan,11,0.003621633
128,10,1e-4,binScan,12,0.003655744
128,10,1e-4,binScan,13,0.00372579
128,10,1e-4,binScan,14,0.003741534
128,10,1e-4,binScan,15,0.003621825
128,10,1e-4,binScan,16,0.003596162
128,10,1e-4,binScan,17,0.003699935
128,10,1e-4,binScan,18,0.003612897
128,10,1e-4,binScan,19,0.003646209
128,10,1e-4,binScan,20,0.003637025
128,10,1e-4,binScan,21,0.003606849
128,10,1e-4,binScan,22,0.003633792
128,10,1e-4,binScan,23,0.003590595
128,10,1e-4,binScan,24,0.003667168
128,10,1e-4,binPlacement,0,0.001081955
128,10,1e-4,binPlacement,1,0.001071236
128,10,1e-4,binPlacement,2,0.001068708
128,10,1e-4,binPlacement,3,0.001065988
128,10,1e-4,binPlacement,4,0.001064388
128,10,1e-4,binPlacement,5,0.00107594
128,10,1e-4,binPlacement,6,0.0010713
128,10,1e-4,binPlacement,7,0.001074436
128,10,1e-4,binPlacement,8,0.001071972
128,10,1e-4,binPlacement,9,0.001073572
128,10,1e-4,binPlacement,10,0.001071012
128,10,1e-4,binPlacement,11,0.001072899
128,10,1e-4,binPlacement,12,0.001074052
128,10,1e-4,binPlacement,13,0.001073092
128,10,1e-4,binPlacement,14,0.001074116
128,10,1e-4,binPlacement,15,0.00107338
128,10,1e-4,binPlacement,16,0.001075044
128,10,1e-4,binPlacement,17,0.001076516
128,10,1e-4,binPlacement,18,0.001076228
128,10,1e-4,binPlacement,19,0.001073252
128,10,1e-4,binPlacement,20,0.0010729
128,10,1e-4,binPlacement,21,0.0010745
128,10,1e-4,binPlacement,22,0.001077188
128,10,1e-4,binPlacement,23,0.001080995
128,10,1e-4,binPlacement,24,0.001074948
128,10,1e-4,accumulateHaloNUFFT1,0,0.000121885
128,10,1e-4,accumulateHaloNUFFT1,1,9.6157e-05
128,10,1e-4,accumulateHaloNUFFT1,2,9.2861e-05
128,10,1e-4,accumulateHaloNUFFT1,3,9.4462e-05
128,10,1e-4,accumulateHaloNUFFT1,4,9.2829e-05
128,10,1e-4,accumulateHaloNUFFT1,5,9.571e-05
128,10,1e-4,accumulateHaloNUFFT1,6,9.667e-05
128,10,1e-4,accumulateHaloNUFFT1,7,9.2605e-05
128,10,1e-4,accumulateHaloNUFFT1,8,9.3181e-05
128,10,1e-4,accumulateHaloNUFFT1,9,9.4941e-05
128,10,1e-4,accumulateHaloNUFFT1,10,9.315e-05
128,10,1e-4,accumulateHaloNUFFT1,11,9.2253e-05
128,10,1e-4,accumulateHaloNUFFT1,12,9.3182e-05
128,10,1e-4,accumulateHaloNUFFT1,13,9.2862e-05
128,10,1e-4,accumulateHaloNUFFT1,14,9.3886e-05
128,10,1e-4,accumulateHaloNUFFT1,15,9.5709e-05
128,10,1e-4,accumulateHaloNUFFT1,16,9.2606e-05
128,10,1e-4,accumulateHaloNUFFT1,17,9.6062e-05
128,10,1e-4,accumulateHaloNUFFT1,18,9.3949e-05
128,10,1e-4,accumulateHaloNUFFT1,19,9.5518e-05
128,10,1e-4,accumulateHaloNUFFT1,20,9.2542e-05
128,10,1e-4,accumulateHaloNUFFT1,21,9.3917e-05
128,10,1e-4,accumulateHaloNUFFT1,22,9.3694e-05
128,10,1e-4,accumulateHaloNUFFT1,23,9.2222e-05
128,10,1e-4,accumulateHaloNUFFT1,24,9.1837e-05
128,10,1e-4,FFTNUFFT1,0,0.054061433
128,10,1e-4,FFTNUFFT1,1,0.002768599
128,10,1e-4,FFTNUFFT1,2,0.00265881
128,10,1e-4,FFTNUFFT1,3,0.002679098
128,10,1e-4,FFTNUFFT1,4,0.00268153
128,10,1e-4,FFTNUFFT1,5,0.002606779
128,10,1e-4,FFTNUFFT1,6,0.002633019
128,10,1e-4,FFTNUFFT1,7,0.002673306
128,10,1e-4,FFTNUFFT1,8,0.002595196
128,10,1e-4,FFTNUFFT1,9,0.002633403
128,10,1e-4,FFTNUFFT1,10,0.002649083
128,10,1e-4,FFTNUFFT1,11,0.002575133
128,10,1e-4,FFTNUFFT1,12,0.002662106
128,10,1e-4,FFTNUFFT1,13,0.00261238
128,10,1e-4,FFTNUFFT1,14,0.002627739
128,10,1e-4,FFTNUFFT1,15,0.002628539
128,10,1e-4,FFTNUFFT1,16,0.002609116
128,10,1e-4,FFTNUFFT1,17,0.002655962
128,10,1e-4,FFTNUFFT1,18,0.002639355
128,10,1e-4,FFTNUFFT1,19,0.002607228
128,10,1e-4,FFTNUFFT1,20,0.002550013
128,10,1e-4,FFTNUFFT1,21,0.002683962
128,10,1e-4,FFTNUFFT1,22,0.002666266
128,10,1e-4,FFTNUFFT1,23,0.002573308
128,10,1e-4,FFTNUFFT1,24,0.002624187
128,10,1e-4,TwiddleAdd,0,0.000209019
128,10,1e-4,TwiddleAdd,1,0.000218394
128,10,1e-4,TwiddleAdd,2,0.000188827
128,10,1e-4,TwiddleAdd,3,0.000213051
128,10,1e-4,TwiddleAdd,4,0.000186075
128,10,1e-4,TwiddleAdd,5,0.000218267
128,10,1e-4,TwiddleAdd,6,0.000190331
128,10,1e-4,TwiddleAdd,7,0.000215514
128,10,1e-4,TwiddleAdd,8,0.000192027
